numeric__Age,numeric__DailyRate,numeric__DistanceFromHome,numeric__Education,numeric__EmployeeCount,numeric__EmployeeNumber,numeric__EnvironmentSatisfaction,numeric__HourlyRate,numeric__JobInvolvement,numeric__JobLevel,numeric__JobSatisfaction,numeric__MonthlyIncome,numeric__MonthlyRate,numeric__NumCompaniesWorked,numeric__PercentSalaryHike,numeric__PerformanceRating,numeric__RelationshipSatisfaction,numeric__StandardHours,numeric__StockOptionLevel,numeric__TotalWorkingYears,numeric__TrainingTimesLastYear,numeric__WorkLifeBalance,numeric__YearsAtCompany,numeric__YearsInCurrentRole,numeric__YearsSinceLastPromotion,numeric__YearsWithCurrManager,numeric__PromotionRatio,numeric__JobChangeRatio,numeric__TrainingFrequency,numeric__CompanyExperienceRatio,numeric__PromotionGap,categorical__BusinessTravel_Non-Travel,categorical__BusinessTravel_Travel_Frequently,categorical__BusinessTravel_Travel_Rarely,categorical__Department_Human Resources,categorical__Department_Research & Development,categorical__Department_Sales,categorical__EducationField_Human Resources,categorical__EducationField_Life Sciences,categorical__EducationField_Marketing,categorical__EducationField_Medical,categorical__EducationField_Other,categorical__EducationField_Technical Degree,categorical__Gender_Female,categorical__Gender_Male,categorical__JobRole_Healthcare Representative,categorical__JobRole_Human Resources,categorical__JobRole_Laboratory Technician,categorical__JobRole_Manager,categorical__JobRole_Manufacturing Director,categorical__JobRole_Research Director,categorical__JobRole_Research Scientist,categorical__JobRole_Sales Executive,categorical__JobRole_Sales Representative,categorical__MaritalStatus_Divorced,categorical__MaritalStatus_Married,categorical__MaritalStatus_Single,categorical__Over18_Y,categorical__OverTime_No,categorical__OverTime_Yes,Attrition
0.4463504035345031,0.7425265337769018,-1.0109093429124179,-0.8916882501868245,0.0,-1.701282951740758,-0.6605306743650393,1.3831382668932737,0.3796721288811475,-0.05778754527941421,1.1532535902386967,-0.08476638869339953,0.7260199409380492,2.1698771115828235,-1.1505541015749308,0.0,-1.584178240646517,0.0,-0.9781599942071397,-0.42499866454451996,-2.1307650568879932,-2.4938204216722384,-0.12383236911271409,-0.05847377001740713,-0.7761385133324532,0.25382346758168606,-0.8092253565183906,2.115020171678156,-0.8274567990101733,0.3505453047004581,0.3218389873132994,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Yes
1.3223652142096962,-1.2977746019136118,-0.14714972001373974,-1.8684257522543597,0.0,-1.699621324042693,0.2546249253678617,-0.2406767700620191,-1.0261667362455194,-0.05778754527941421,-0.6608531809232983,-0.28307219586423016,1.4888761391146892,-0.6828168296701794,2.1293060069870897,0.0,1.1914379855160337,0.0,0.30053737483198467,-0.15107647365097865,0.2786385074391991,0.33809616377248186,0.6780776863749062,0.7856156760603863,-0.3724860758306997,0.8226047135345498,-0.36192164737920196,-0.6452004349086709,-0.5147760398436291,1.2354275535367416,1.0616408815283893,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,No
0.008342998196906572,1.4143632382387843,-0.8875151110697495,-0.8916882501868245,0.0,-1.6962980686465632,1.1697805251007627,1.2847252343505287,-1.0261667362455194,-0.9614863916702531,0.24620020465769926,-0.9816233590152441,-1.6748408610979753,1.3548216997962514,-0.057267398720923963,0.0,-0.6589728319256667,0.0,-0.9781599942071397,-0.5619597599912906,0.2786385074391991,0.33809616377248186,-1.3266974523441444,-1.1839263647877984,-0.7761385133324532,-1.1681296473004732,-0.8092253565183906,1.6346020281266516,3.7215439230579372,-2.0828808795993212,-1.1577648011168804,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Yes
-0.42966440714069,1.4614661806180305,-0.7641208792270812,1.0617867539482457,0.0,-1.6946364409484982,1.1697805251007627,-0.4867093514188816,0.3796721288811475,-0.9614863916702531,0.24620020465769926,-0.7934281607847572,1.2432105837696696,-0.6828168296701794,-1.1505541015749308,0.0,0.26623257679518353,0.0,-0.9781599942071397,-0.42499866454451996,0.2786385074391991,0.33809616377248186,0.27712265863109603,0.7856156760603863,0.43481879917280725,-1.1681296473004732,0.8308882436586341,-0.5753214322102702,-0.42063559622359425,1.161687366133718,0.07523835590826945,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,No
-1.0866755151470848,-0.5242947060017769,-0.8875151110697495,-1.8684257522543597,0.0,-1.6913131855523684,-1.5756862740979403,-1.2740136117608418,0.3796721288811475,-0.9614863916702531,-0.6608531809232983,-0.664977469929028,0.3258998974213038,2.373640964529467,-0.8772324258614291,0.0,1.1914379855160337,0.0,0.30053737483198467,-0.6989208554380613,0.2786385074391991,0.33809616377248186,-0.9257424246003343,-0.6212000674026028,0.031166361671053786,-0.5993484013476095,0.596586300776202,3.240571250855967,0.6149092835967886,-1.0399839434708444,-1.1577648011168804,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,No
-0.5391662584750891,0.5020536174196967,-0.8875151110697495,-0.8916882501868245,0.0,-1.6896515578543037,1.1697805251007627,0.645040522822686,0.3796721288811475,-0.9614863916702531,1.1532535902386967,-0.7568920966594245,-0.34419928329096944,-1.0903445355634656,-0.6039107501479274,0.0,0.26623257679518353,0.0,-0.9781599942071397,-0.42499866454451996,-0.6851229182916779,-1.0778621289498782,0.07664514475919097,0.7856156760603863,0.43481879917280725,0.5382140905581179,0.8308882436586341,-0.959655947051474,-0.5500787062011421,0.7561163354170882,-0.1713622754967605,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,No
2.4173837275536876,1.2928872289449382,-0.7641208792270812,0.08504925188071055,0.0,-1.6863283024581739,0.2546249253678617,0.743453555365431,1.7855109940078144,-0.9614863916702531,-1.5679065665042957,-0.8483471502561691,-0.6112270608399039,0.5397662880096791,1.3093409798465847,0.0,-1.584178240646517,0.0,2.2185834283906716,0.12284571724256264,0.2786385074391991,-1.0778621289498782,-1.1262199384722393,-1.1839263647877984,-0.7761385133324532,-1.1681296473004732,-0.8092253565183906,0.10465501712416736,1.3915679434620758,-1.802100935257039,-0.9111641697118503,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,No
-0.7581699611438873,1.3771767047814845,1.827157989468953,-1.8684257522543597,0.0,-1.684666674760109,1.1697805251007627,0.05456232756621595,0.3796721288811475,-0.9614863916702531,0.24620020465769926,-0.8430620592191713,-0.1374635670938734,-0.6828168296701794,1.855984331273588,0.0,-0.6589728319256667,0.0,0.30053737483198467,-1.3837263326719145,-0.6851229182916779,0.33809616377248186,-1.1262199384722393,-1.1839263647877984,-0.7761385133324532,-1.1681296473004732,-0.8092253565183906,0.7698493697339431,0.6149092835967886,-0.25781124137448663,-0.9111641697118503,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,No
0.11784484953130571,-1.4539580424342708,1.7037637576262845,0.08504925188071055,0.0,-1.683005047062044,1.1697805251007627,-1.0771875466753518,-1.0261667362455194,0.8459113011114247,0.24620020465769926,0.7270695519028283,-0.7766437419846911,-1.0903445355634656,1.5826626555600865,0.0,-0.6589728319256667,0.0,-0.9781599942071397,-0.15107647365097865,-0.6851229182916779,0.33809616377248186,0.4776001725030011,0.7856156760603863,-0.3724860758306997,1.1069953365109815,-0.36192164737920196,-0.959655947051474,-0.6277445721876708,0.9035967102231356,0.8150402501233593,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,No
-0.10115885313749257,1.230909673182772,2.197340684996958,0.08504925188071055,0.0,-1.6813434193639791,0.2546249253678617,1.3831382668932737,0.3796721288811475,-0.05778754527941421,0.24620020465769926,-0.2584850332138491,0.31817014596593995,1.3548216997962514,-0.6039107501479274,0.0,-0.6589728319256667,0.0,1.5792347438711092,0.8076511944764159,0.2786385074391991,-1.0778621289498782,0.07664514475919097,0.7856156760603863,2.049428549179821,0.8226047135345498,1.104240510354805,0.19334759747213734,-0.3559140412348203,-0.6633822720911166,-1.1577648011168804,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,No
